Job Title,Role,Level,Years of Experience,Company,Location,Salary Range,Required Skills,Job URL,Source Platform
UI/UX Designer (Mạnh UX),,Nhân viên,2 năm,CÔNG TY CỔ PHẦN DỊCH VỤ DI ĐỘNG THỂ HỆ MỚI (NMS),Hà Nội,Thoả thuận,"Thiết Kế Giao Diện Người Dùng (ui), Thiết Kế Trải Nghiệm Người Dùng (ux), Hiểu Biết Về Nguyên Tắc Thiết Kế, Nghiên Cứu Người Dùng (user Research), Tạo Wireframe Và Prototype",https://www.topcv.vn/viec-lam/ui-ux-designer-manh-ux/1567931.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Customer Support For ERP Software (No Experience),,Nhân viên,Không yêu cầu kinh nghiệm,Công ty TNHH Synergix Technologies Việt nam,Hà Nội,8 - 12 triệu,N/A,https://www.topcv.vn/viec-lam/customer-support-for-erp-software-no-experience/1094354.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Chuyên Viên Quản Lý Dự Án – CNTT (Open For Fresher),,Nhân viên,Không yêu cầu kinh nghiệm,TỔNG CÔNG TY BƯU ĐIỆN VIỆT NAM,Hà Nội,12 - 15 triệu,"Khắc phục sự cố, Ngôn Ngữ Lập Trình C, Kiến Trúc Máy Tính, Cấu Trúc Dữ Liệu Và Giải Thuật, Quản Lý Bộ Nhớ",https://www.topcv.vn/viec-lam/chuyen-vien-quan-ly-du-an-cntt-open-for-fresher/1568176.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Thông Dịch Tiếng Nhật Chuyên Ngành IT,,Nhân viên,1 năm,CÔNG TY TNHH ALLEXCEED VIỆT NAM,Hồ Chí Minh,Thoả thuận,N/A,https://www.topcv.vn/viec-lam/thong-dich-tieng-nhat-chuyen-nganh-it/1556302.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Sales B2B Leader,,Trưởng nhóm,3 năm,CÔNG TY CỔ PHẦN CÔNG NGHỆ FLYER,Hà Nội,Tới 25 triệu,"Phân Tích Dữ Liệu Bán Hàng, Xây Dựng Mối Quan Hệ Khách Hàng, Đàm Phán Và Thương Lượng, Lãnh Đạo Và Quản Lý Nhóm, Kinh Nghiệm Bán Hàng B2b",https://www.topcv.vn/viec-lam/sales-b2b-leader/1530897.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Business Development Manager,,Quản lý / Giám sát,3 năm,Công ty Cổ phần Tập đoàn MCV (MCV Group),Hồ Chí Minh,Thoả thuận,"CRM, Nghiên Cứu Thị Trường, Phân Tích Thị Trường, hiểu biết về công nghệ",https://www.topcv.vn/viec-lam/business-development-manager/1454501.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
"Salesforce Lead (English Fluent, Onsite Singapore)",,Nhân viên,5 năm,CÔNG TY CỔ PHẦN AHT TECH,Nước Ngoài,"Tới 6,500 USD","English, salesforce",https://www.topcv.vn/viec-lam/salesforce-lead-english-fluent-onsite-singapore/1568367.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
"Senior Salesforce Developer (English Fluent, Onsite Singapore)",,Nhân viên,3 năm,CÔNG TY CỔ PHẦN AHT TECH,Nước Ngoài,"Tới 3,700 USD","Version Control (git), Agile Development Methodologies, Salesforce Apis (rest, Soap), Salesforce Development (apex, Visualforce, Lightning Web Components), Salesforce Data Modeling",https://www.topcv.vn/viec-lam/senior-salesforce-developer-english-fluent-onsite-singapore/1568358.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Chuyên Viên Quản Trị Hiệu Suất (OKRs),,Nhân viên,1 năm,CÔNG TY CỔ PHẦN CÔNG NGHỆ UPBASE,Hà Nội,15 - 20 triệu,"Kỹ năng làm việc nhóm, Kỹ Năng Giao Tiếp Và Thuyết Trình, Thiết Lập Mục Tiêu Và Kết Quả Chính (okrs), Theo Dõi Tiến Độ Và Báo Cáo Hiệu Suất, Phân Tích Dữ Liệu Và Xây Dựng Báo Cáo",https://www.topcv.vn/viec-lam/chuyen-vien-quan-tri-hieu-suat-okrs/1568377.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
IT Comtor (Topik 6),,Nhân viên,2 năm,Công ty Cổ phần VTI,Hà Nội,Tới 25 triệu,"Biên phiên dịch tiếng Hàn, Topik 6",https://www.topcv.vn/viec-lam/it-comtor-topik-6/1456741.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Sales Manager,,Trưởng/Phó phòng,5 năm,CÔNG TY TNHH CÔNG NGHỆ BEEVR,Hà Nội,Thoả thuận,"Kỹ năng lãnh đạo, Kỹ năng đàm phán, Kỹ năng quản lý, Kỹ năng bán hàng, Kỹ Năng Lập Kế Hoạch",https://www.topcv.vn/viec-lam/sales-manager/1533246.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Lập Trình Python,,Nhân viên,2 năm,CÔNG TY CỔ PHẦN DỮ LIỆU TOÀN CẦU,Hà Nội,12 - 30 triệu,"Kiểm thử phần mềm, Lập Trình Hướng Đối Tượng (oop), Cấu Trúc Dữ Liệu Và Thuật Toán, Python Cơ Bản, Debug Và Xử Lý Lỗi",https://www.topcv.vn/viec-lam/lap-trinh-python/1567269.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Chuyên Viên Kinh Doanh (Quản Lý KHDN),"Pro

Công ty Cổ phần Truyền thông IRIS",Nhân viên,1 năm,Công ty Cổ phần Truyền thông IRIS,Hà Nội,10 - 15 triệu,"Kỹ năng giao tiếp, Kỹ năng đàm phán, Kỹ năng Thuyết phục, kỹ năng quản lý thời gian, Kỹ Năng Lập Kế Hoạch",https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-quan-ly-khdn/1568426.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Kỹ Sư Giải Pháp Sản Phẩm (Giao Thông Thông Minh),"Pro

Công ty cổ phần công nghệ - viễn thông Elcom",Nhân viên,3 năm,Công ty cổ phần công nghệ - viễn thông Elcom,Hà Nội,Thoả thuận,"Thiết Kế Xây Dựng, IT  Phần cứng, Giao Thông, CNTT (Phần mềm), Sử Dụng Phần Mềm Thiết Kế Cad (autocad, Revit, Tekla...)",https://www.topcv.vn/viec-lam/ky-su-giai-phap-san-pham-giao-thong-thong-minh/1511427.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
System Engineer (Kỹ Sư Triển Khai Hệ Thống),,Nhân viên,3 năm,CÔNG TY CỔ PHẨN CÔNG NGHỆ QI,Hồ Chí Minh,12 - 17 triệu,"LAN, Tiếng Anh giao tiếp, Windows, Quản Trị Hệ Thống, Triển Khai Hệ Thống, Kiến Thức Về Mạng Máy Tính, Giải Quyết Sự Cố, Kiến Thức Về Hệ Điều Hành (linux, Windows)",https://www.topcv.vn/viec-lam/system-engineer-ky-su-trien-khai-he-thong/1568290.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Cloud Engineer,,Nhân viên,3 năm,Công ty CP ITR VN,Hồ Chí Minh,0.0 - 0.0 triệu,"Devops Engineer, Devops, Cloud, An Ninh Mạng (cybersecurity), Tự Động Hóa Cơ Sở Hạ Tầng (infrastructure As Code Iac), Devops (ci Cd, Infrastructure As Code), Mạng Máy Tính (networking), Amazon Web Services (aws) Hoặc Microsoft Azure Hoặc Google Cloud Platform (gcp), Kiến Trúc Hệ Thống Đám Mây",https://www.topcv.vn/viec-lam/cloud-engineer/1568005.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Manual Test Lead - Có Thể Đi Làm Sau Tết,"Pro

TỔNG CÔNG TY CỔ PHẦN BƯU CHÍNH VIETTEL",Trưởng nhóm,5 năm,TỔNG CÔNG TY CỔ PHẦN BƯU CHÍNH VIETTEL,Hà Nội,30 - 45 triệu,"phân tích yêu cầu, Quản Lý Rủi Ro, Thực Hiện Test, Thiết Kế Test Case, Viết Báo Cáo Test",https://www.topcv.vn/viec-lam/manual-test-lead-co-the-di-lam-sau-tet/1568140.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Sales Assistant Intern,,Thực tập sinh,Không yêu cầu kinh nghiệm,CÔNG TY CỔ PHẦN CQ TDT ASIA,Hà Nội,Thoả thuận,"Làm việc nhóm, Giao tiếp, Khả Năng Học Hỏi Nhanh, Kỹ Năng Bán Hàng Cơ Bản, Chăm Sóc Khách Hàng Cơ Bản",https://www.topcv.vn/viec-lam/sales-assistant-intern/1567691.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên Vi Tính Co.Opmart Lagi,"Pro

Liên Hiệp HTX Thương mại TP.HCM (Saigon Co.op)",Nhân viên,Dưới 1 năm,Liên Hiệp HTX Thương mại TP.HCM (Saigon Co.op),Bình Thuận,Thoả thuận,"Cài Đặt Phần Mềm, Khắc Phục Sự Cố Máy Tính, Khắc Phục Sự Cố Mạng",https://www.topcv.vn/viec-lam/nhan-vien-vi-tinh-co-opmart-lagi/1568167.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Chuyên Viên Quản Lý Kho Trung Tâm Bảo Hành Xiaomi,"Pro

Công ty Cổ phần Thế Giới Số DIGIWORLD",Nhân viên,1 năm,Công ty Cổ phần Thế Giới Số DIGIWORLD,Phú Thọ,8 - 9 triệu,"Làm việc nhóm, Quản Lý Kho, Quản Lý Chất Lượng, Kiểm Soát Hàng Tồn Kho, Phát Hành Và Tiếp Nhận Hàng Hóa",https://www.topcv.vn/viec-lam/chuyen-vien-quan-ly-kho-trung-tam-bao-hanh-xiaomi/1535048.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Project Manager (SI Project),,Nhân viên,2 năm,SVTECH,Hồ Chí Minh,Thoả thuận,"Quản Lý Dự Án, phân tích yêu cầu, Quản Lý Rủi Ro, Lập Kế Hoạch Dự Án, Theo Dõi Tiến Độ Dự Án",https://www.topcv.vn/viec-lam/project-manager-si-project/1568281.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
IT Sales Development Representative,,Nhân viên,1 năm,SmartDev,"Hà Nội, Đà Nẵng","500 - 1,500 USD","Kỹ Năng Lập Kế Hoạch Và Tổ Chức, Kỹ Năng Giao Tiếp Xuất Sắc (viết Và Nói), Kỹ Năng Thuyết Trình Và Trình Bày, Kỹ Năng Quản Lý Thời Gian Hiệu Quả, Hiểu Biết Về Chu Kỳ Bán Hàng (sales Cycle)",https://www.topcv.vn/viec-lam/it-sales-development-representative/1567843.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Cộng Tác Viên Đào Tạo,,Nhân viên,1 năm,CÔNG TY CỔ PHẦN THƯƠNG MẠI - DỊCH VỤ PHONG VŨ,Hà Nội,7 - 8 triệu,"Kỹ năng giao tiếp, kỹ năng thuyết trình, Kỹ Năng Tổ Chức Và Lên Kế Hoạch, Kỹ Năng Soạn Thảo Tài Liệu, Kiến Thức Về Lĩnh Vực Đào Tạo",https://www.topcv.vn/viec-lam/cong-tac-vien-dao-tao/1568235.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Chuyên Viên Quản Trị Vận Hành Hệ Thống,,Nhân viên,Dưới 1 năm,CÔNG TY CỔ PHẦN PHÁT TRIỂN GIÁO DỤC VÀ ĐÀO TẠO ODIN,Hà Nội,Trên 10 triệu,"giám sát hệ thống, Khắc Phục Sự Cố Hệ Thống, Kiến Thức Về Mạng Máy Tính",https://www.topcv.vn/viec-lam/chuyen-vien-quan-tri-van-hanh-he-thong/1568115.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
"Tư Vấn Giải Pháp Doanh Nghiệp [Hà Nội/ Hồ Chí Minh] - Thu Nhập Upto 30Tr++, Đi Làm Ngay, Đào Tạo Bài...",,Nhân viên,Dưới 1 năm,Công ty cổ phần Công nghệ Sapo,"Hà Nội, Hồ Chí Minh",10 - 30 triệu,"Kỹ năng đàm phán, Xây dựng mối quan hệ, Giao tiếp, kỹ năng thuyết trình, Phân Tích Nhu Cầu Khách Hàng",https://www.topcv.vn/viec-lam/tu-van-giai-phap-doanh-nghiep-ha-noi-ho-chi-minh-thu-nhap-upto-30tr-di-lam-ngay-dao-tao-bai-ban-tu-dau/1568157.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Senior Automation Tester (Không Tiếng Anh),,Nhân viên,4 năm,Công Ty SmartOSC,Hà Nội,30 - 45 triệu,"SQL, Selenium, Test Automation, Katalon, Appium (hoặc Các Framework Mobile Testing Khác), Api Testing (postman, Restassured,...)",https://www.topcv.vn/viec-lam/senior-automation-tester-khong-tieng-anh/1567908.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Business Development Executive,,Nhân viên,1 năm,CÔNG TY CỔ PHẦN CÔNG NGHỆ QUICKOM,Hồ Chí Minh,Thoả thuận,"Market Research, Sales, Business Development, Networking, Lead Generation",https://www.topcv.vn/viec-lam/business-development-executive/1567510.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Chuyên Viên Triển Khai Dịch Vụ (Project Manager),"Pro

Công ty cổ phần Hạ tầng Viễn thông CMC Telecom",Trưởng/Phó phòng,Không yêu cầu kinh nghiệm,Công ty cổ phần Hạ tầng Viễn thông CMC Telecom,Hồ Chí Minh,Thoả thuận,"Quản Lý Dự Án, Viễn Thông, CCNP, Cloud, Lập Kế Hoạch Dự Án, Theo Dõi Và Kiểm Soát Dự Án",https://www.topcv.vn/viec-lam/chuyen-vien-trien-khai-dich-vu-project-manager/1568113.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
"Chuyên Viên Kinh Doanh Phần Mềm TMĐT/Fnb [Thanh Hóa] - Thu Nhập Upto 15Tr+++, Chấp Nhận Sinh Viên Mớ...",,Nhân viên,Dưới 1 năm,Công ty cổ phần Công nghệ Sapo,Thanh Hoá,10 - 25 triệu,"Kỹ năng giao tiếp, Kỹ năng đàm phán, Kỹ năng Thuyết phục, Kỹ năng bán hàng, Hiểu Biết Về Thị Trường Thương Mại Điện Tử",https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-phan-mem-tmdt-fnb-thanh-hoa-thu-nhap-upto-15tr-chap-nhan-sinh-vien-moi-ra-truong/1568142.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
"Sale Online [Hải Phòng] - Fresher, Thu Nhập Upto 25Tr+++",,Nhân viên,Dưới 1 năm,Công ty cổ phần Công nghệ Sapo,Hải Phòng,10 - 25 triệu,"Kỹ năng giao tiếp, Kỹ năng bán hàng, kỹ năng chăm sóc khách hàng, Kỹ Năng Sử Dụng Mạng Xã Hội, Kỹ Năng Thuyết Phục Khách Hàng",https://www.topcv.vn/viec-lam/sale-online-hai-phong-fresher-thu-nhap-upto-25tr/1568124.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
"Chuyên Viên Tư Vấn Phần Mềm Mảng Dịch Vụ [Hải Phòng] - Được Đào Tạo, Phụ Cấp Hấp Dẫn",,Nhân viên,Dưới 1 năm,Công ty cổ phần Công nghệ Sapo,Hải Phòng,Thoả thuận,"Kỹ Năng Giao Tiếp Và Thuyết Trình, Kỹ Năng Tư Vấn Và Giải Quyết Vấn Đề, Kỹ Năng Phân Tích Nhu Cầu Khách Hàng, Hiểu Biết Về Phần Mềm Và Công Nghệ Thông Tin, Kỹ Năng Lập Kế Hoạch Và Quản Lý Dự Án (ở Mức Độ Cơ Bản)",https://www.topcv.vn/viec-lam/chuyen-vien-tu-van-phan-mem-mang-dich-vu-hai-phong-duoc-dao-tao-phu-cap-hap-dan/1568098.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
"Chuyên Viên Tư Vấn Giải Pháp Công Nghệ Mảng Dịch Vụ [Nam Định] - Đi Làm Ngay, Thu Nhập Upto 30Tr+++",,Nhân viên,Dưới 1 năm,Công ty cổ phần Công nghệ Sapo,Nam Định,10 - 25 triệu,"Kỹ Năng Đàm Phán Và Thương Lượng, Kỹ Năng Giao Tiếp Và Thuyết Trình, Hiểu Biết Về Công Nghệ Thông Tin, Phân Tích Nhu Cầu Khách Hàng, Xây Dựng Giải Pháp Công Nghệ",https://www.topcv.vn/viec-lam/chuyen-vien-tu-van-giai-phap-cong-nghe-mang-dich-vu-nam-dinh-di-lam-ngay-thu-nhap-upto-30tr/1568108.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
"Sale Online [Nghệ An] - Fresher, Đào Tạo Bài Bản, Hoa Hồng Lũy Tiến 43%, Thu Nhập Upto 25Tr+++",,Nhân viên,Dưới 1 năm,Công ty cổ phần Công nghệ Sapo,Nghệ An,10 - 25 triệu,"Kỹ năng giao tiếp, Kỹ năng đàm phán, Kỹ năng Thuyết phục, Kỹ năng bán hàng, Sử Dụng Thành Thạo Các Nền Tảng Mạng Xã Hội (facebook, Zalo, Instagram...)",https://www.topcv.vn/viec-lam/sale-online-nghe-an-fresher-dao-tao-bai-ban-hoa-hong-luy-tien-43-thu-nhap-upto-25tr/1568116.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Chuyên Viên Chính QLRR Hoạt Động (IT Risk),,Nhân viên,3 năm,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN SÀI GÒN - HÀ NỘI,Hà Nội,Thoả thuận,N/A,https://www.topcv.vn/viec-lam/chuyen-vien-chinh-qlrr-hoat-dong-it-risk/1428862.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Cộng Tác Viên Hành Chính Mua Sắm,"Pro

NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN TIÊN PHONG - TPBANK",Nhân viên,Không yêu cầu kinh nghiệm,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN TIÊN PHONG - TPBANK,Hà Nội,Thoả thuận,"Kỹ năng đàm phán, Quản Lý Ngân Sách, Quản Lý Hợp Đồng, Kỹ năng thương lượng, Quản Lý Văn Phòng Phẩm",https://www.topcv.vn/viec-lam/cong-tac-vien-hanh-chinh-mua-sam/1533278.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Blockchain Developer - NodeJS,,Nhân viên,2 năm,Công ty Cổ phần VNEXT SOFTWARE,Hà Nội,Tới 25 triệu,"Blockchain, Lập Trình Web, Node.js, Solidity (hoặc Ngôn Ngữ Lập Trình Hợp Đồng Thông Minh Khác)",https://www.topcv.vn/viec-lam/blockchain-developer-nodejs/1538571.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Quản Trị Hệ Thống ERP,"Pro

Công ty Cổ Phần In và Bao Bì Goldsun",Nhân viên,1 năm,Công ty Cổ Phần In và Bao Bì Goldsun,Bắc Ninh,Trên 10 triệu,"ERP, Microsoft Office, Software Engineering, Accounting, ERP Software",https://www.topcv.vn/viec-lam/quan-tri-he-thong-erp/658602.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
HR Supervisor,,N/A,4 năm,Công ty TNHH ITECHWX,Hà Nội,20 - 25 triệu,N/A,https://www.topcv.vn/brand/tnhhitechwx/tuyen-dung/hr-supervisor-j1568067.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Devops Engineer (GCP Platform)_Banking Project,,Nhân viên,3 năm,CÔNG TY CỔ PHẦN LOTUS TECHNOLOGY SERVICES,Hà Nội,24 - 28 triệu,"Git, Linux, Docker, Kubernetes, CI/CD",https://www.topcv.vn/viec-lam/devops-engineer-gcp-platform-banking-project/1567831.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Product Owner (Japan+English),,Nhân viên,4 năm,Công Ty Cổ Phần Công Nghệ VMO Holdings,Hà Nội,0.0 - 70 triệu,"Agile, SCRUM, phân tích yêu cầu, Tiếng Anh tốt, Tiếng Nhật (jp)",https://www.topcv.vn/viec-lam/product-owner-japan-english/1539521.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Senior Business Analyst - Japan,,Nhân viên,4 năm,Công Ty Cổ Phần Công Nghệ VMO Holdings,Hà Nội,0.0 - 65 triệu,"Tiếng Nhật, Tiếng Anh giao tiếp, Business Analyst, Viết Báo Cáo, Phân Tích Nghiệp Vụ, Thu Thập Và Phân Tích Dữ Liệu, Trình Bày Ý Tưởng, Xây Dựng Mô Hình Nghiệp Vụ",https://www.topcv.vn/viec-lam/senior-business-analyst-japan/1539692.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
MES Support Consultant,,Nhân viên,2 năm,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,Hà Nội,Tới 30 triệu,"Problem-solving, Data Analysis, Troubleshooting, Process Improvement, Manufacturing Execution Systems (mes)",https://www.topcv.vn/viec-lam/mes-support-consultant/1567943.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Senior Nodejs Developer - Healthcare Domain,,Nhân viên,3 năm,Công Ty Cổ Phần Công Nghệ VMO Holdings,Hà Nội,Thoả thuận,"Git, Node.js, RESTful APIs, Express.js, Databases (e.g., Postgresql, Mongodb)",https://www.topcv.vn/viec-lam/senior-nodejs-developer-healthcare-domain/1567782.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Test Leader,,Trưởng nhóm,2 năm,CÔNG TY TNHH CÔNG NGHỆ THÔNG TIN VÀ TRUYỀN THÔNG GTEL,Hà Nội,Thoả thuận,"Kỹ năng lãnh đạo, Làm việc nhóm, Giao tiếp, Kiểm Soát Chất Lượng, phân tích yêu cầu, Giải quyết vấn đề, Quản Lý Rủi Ro, Thực Hiện Test, Thiết Kế Test Case, Viết Báo Cáo Test",https://www.topcv.vn/viec-lam/test-leader/1538721.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
QA Tiếng Nhật N2,,Nhân viên,3 năm,CHI NHÁNH CẤP NƯỚC HƯNG PHÚ - CÔNG TY CỔ PHẦN CẤP THOÁT NƯỚC CẦN THƠ,Hà Nội,25 - 45 triệu,"Kỹ Năng Phân Tích Yêu Cầu, Hiểu Biết Về Quy Trình Phát Triển Phần Mềm (sdlc), Kỹ Năng Viết Testcase, Kỹ Năng Báo Cáo Lỗi (bug Reporting), Kiến Thức Chuyên Sâu Về Kiểm Thử Phần Mềm",https://www.topcv.vn/viec-lam/qa-tieng-nhat-n2/1552314.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Solution Architect,,Nhân viên,3 năm,Công ty TNHH CMC GLOBAL,Hà Nội,Thoả thuận,"Quản Lý Dự Án, Thiết Kế Hệ Thống, phân tích yêu cầu, Lập Kế Hoạch Dự Án, Kiến Trúc Hệ Thống",https://www.topcv.vn/viec-lam/solution-architect/1567851.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
"Nhân Viên Video Editor, Có Kỹ Năng Chụp Ảnh",,Nhân viên,1 năm,CÔNG TY TNHH CÔNG NGHỆ TTR IT,Hồ Chí Minh,11 - 13 triệu,"Khả Năng Làm Việc Độc Lập Và Nhóm, Sử Dụng Thành Thạo Phần Mềm Chỉnh Sửa Video (premiere Pro, Final Cut Pro, Davinci Resolve, Adobe After Effects), Kỹ Năng Dựng Phim, Cắt Ghép Video, Kỹ Năng Kể Chuyện Bằng Hình Ảnh, Hiểu Biết Về Màu Sắc, Ánh Sáng, Âm Thanh",https://www.topcv.vn/viec-lam/nhan-vien-video-editor-co-ky-nang-chup-anh/1567790.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
